IP地址,数据中心,地区,城市,网络延迟
104.18.180.63,SJC,North America,San Jose,262 ms
172.64.87.147,SJC,North America,San Jose,262 ms
172.67.137.255,SJC,North America,San Jose,262 ms
104.18.115.147,SJC,North America,San Jose,262 ms
172.67.158.151,SJC,North America,San Jose,262 ms
104.18.79.140,SJC,North America,San Jose,262 ms
172.67.203.121,SJC,North America,San Jose,262 ms
104.16.39.6,SJC,North America,San Jose,262 ms
104.18.182.12,SJC,North America,San Jose,262 ms
104.19.251.194,SJC,North America,San Jose,262 ms
104.17.147.47,SJC,North America,San Jose,262 ms
104.19.228.40,SJC,North America,San Jose,263 ms
104.16.244.229,SJC,North America,San Jose,263 ms
104.25.66.142,LAX,North America,Los Angeles,263 ms
104.17.77.177,SJC,North America,San Jose,263 ms
104.18.88.95,SJC,North America,San Jose,263 ms
104.21.200.50,SJC,North America,San Jose,263 ms
104.18.101.253,SJC,North America,San Jose,263 ms
104.19.157.193,SJC,North America,San Jose,263 ms
104.25.173.47,LAX,North America,Los Angeles,263 ms
172.67.25.82,LAX,North America,Los Angeles,263 ms
104.20.165.54,LAX,North America,Los Angeles,263 ms
104.16.110.7,SJC,North America,San Jose,263 ms
104.17.0.118,SJC,North America,San Jose,263 ms
104.19.156.85,SJC,North America,San Jose,263 ms
104.17.94.183,SJC,North America,San Jose,263 ms
172.67.151.171,SJC,North America,San Jose,263 ms
104.18.186.208,SJC,North America,San Jose,263 ms
104.25.161.41,LAX,North America,Los Angeles,263 ms
104.17.236.165,SJC,North America,San Jose,263 ms
104.19.220.33,SJC,North America,San Jose,263 ms
104.17.248.1,SJC,North America,San Jose,263 ms
104.16.105.0,SJC,North America,San Jose,263 ms
104.20.89.204,LAX,North America,Los Angeles,263 ms
172.67.206.243,SJC,North America,San Jose,264 ms
104.16.169.251,SJC,North America,San Jose,264 ms
104.18.85.177,SJC,North America,San Jose,264 ms
104.16.33.59,SJC,North America,San Jose,264 ms
188.114.97.155,SJC,North America,San Jose,264 ms
104.21.122.125,SJC,North America,San Jose,264 ms
104.23.134.147,SJC,North America,San Jose,264 ms
104.18.189.165,SJC,North America,San Jose,264 ms
104.18.243.170,SJC,North America,San Jose,264 ms
104.16.68.34,SJC,North America,San Jose,264 ms
104.17.96.75,SJC,North America,San Jose,264 ms
104.17.213.189,SJC,North America,San Jose,264 ms
104.17.188.251,SJC,North America,San Jose,264 ms
172.67.246.116,SJC,North America,San Jose,264 ms
172.67.247.58,SJC,North America,San Jose,264 ms
104.21.45.219,SJC,North America,San Jose,264 ms
104.18.181.63,SJC,North America,San Jose,264 ms
104.16.52.159,SJC,North America,San Jose,264 ms
104.16.36.121,SJC,North America,San Jose,264 ms
104.17.47.252,SJC,North America,San Jose,264 ms
172.67.155.170,SJC,North America,San Jose,264 ms
104.17.99.252,SJC,North America,San Jose,264 ms
104.17.150.37,SJC,North America,San Jose,264 ms
104.25.89.203,LAX,North America,Los Angeles,264 ms
104.19.69.79,LAX,North America,Los Angeles,265 ms
172.64.93.236,SJC,North America,San Jose,265 ms
104.16.194.47,SJC,North America,San Jose,265 ms
172.67.154.104,SJC,North America,San Jose,265 ms
104.19.254.67,SJC,North America,San Jose,265 ms
104.21.80.59,SJC,North America,San Jose,265 ms
104.18.103.80,SJC,North America,San Jose,265 ms
104.18.217.84,SJC,North America,San Jose,265 ms
104.16.155.220,SJC,North America,San Jose,265 ms
172.67.243.63,SJC,North America,San Jose,265 ms
104.16.106.206,SJC,North America,San Jose,265 ms
104.23.137.14,SJC,North America,San Jose,265 ms
104.21.84.163,SJC,North America,San Jose,265 ms
104.27.204.107,SJC,North America,San Jose,265 ms
104.21.120.155,SJC,North America,San Jose,266 ms
104.17.209.192,SJC,North America,San Jose,266 ms
104.17.228.190,SJC,North America,San Jose,266 ms
104.21.201.156,SJC,North America,San Jose,266 ms
104.18.145.17,SJC,North America,San Jose,266 ms
104.25.119.206,LAX,North America,Los Angeles,266 ms
104.17.61.214,SJC,North America,San Jose,266 ms
104.17.118.120,SJC,North America,San Jose,266 ms
104.18.100.156,SJC,North America,San Jose,266 ms
104.20.75.61,LAX,North America,Los Angeles,266 ms
104.25.165.208,LAX,North America,Los Angeles,266 ms
188.114.98.3,SJC,North America,San Jose,266 ms
104.21.232.95,SJC,North America,San Jose,267 ms
104.16.149.113,SJC,North America,San Jose,267 ms
104.16.185.9,SJC,North America,San Jose,267 ms
172.67.171.44,SJC,North America,San Jose,267 ms
104.19.166.93,SJC,North America,San Jose,267 ms
104.16.235.37,SJC,North America,San Jose,267 ms
104.16.31.9,SJC,North America,San Jose,267 ms
104.18.123.206,SJC,North America,San Jose,267 ms
104.17.151.250,SJC,North America,San Jose,267 ms
104.21.203.130,SJC,North America,San Jose,267 ms
104.19.229.5,SJC,North America,San Jose,267 ms
172.67.134.123,SJC,North America,San Jose,267 ms
172.67.160.131,SJC,North America,San Jose,267 ms
104.16.112.65,SJC,North America,San Jose,267 ms
104.18.197.62,SJC,North America,San Jose,267 ms
172.67.143.75,SJC,North America,San Jose,267 ms
104.16.122.254,SJC,North America,San Jose,267 ms
104.18.238.56,SJC,North America,San Jose,268 ms
104.20.194.173,LAX,North America,Los Angeles,268 ms
104.21.111.254,SJC,North America,San Jose,268 ms
172.67.166.116,SJC,North America,San Jose,268 ms
104.27.194.20,SJC,North America,San Jose,268 ms
104.19.179.160,SJC,North America,San Jose,268 ms
104.17.124.69,SJC,North America,San Jose,268 ms
104.23.132.10,SJC,North America,San Jose,268 ms
172.64.80.125,SJC,North America,San Jose,268 ms
104.18.164.91,SJC,North America,San Jose,268 ms
188.114.96.164,SJC,North America,San Jose,268 ms
104.21.52.113,SJC,North America,San Jose,268 ms
104.17.122.95,SJC,North America,San Jose,268 ms
104.18.171.244,SJC,North America,San Jose,268 ms
104.18.253.1,SJC,North America,San Jose,268 ms
104.16.147.198,SJC,North America,San Jose,268 ms
104.18.168.91,SJC,North America,San Jose,268 ms
104.17.18.243,SJC,North America,San Jose,268 ms
172.67.227.122,SJC,North America,San Jose,268 ms
104.21.13.61,SJC,North America,San Jose,268 ms
104.17.211.47,SJC,North America,San Jose,268 ms
104.27.203.151,SJC,North America,San Jose,269 ms
104.17.90.130,SJC,North America,San Jose,269 ms
172.67.156.118,SJC,North America,San Jose,269 ms
104.21.34.239,SJC,North America,San Jose,269 ms
104.16.58.71,SJC,North America,San Jose,269 ms
104.21.97.87,SJC,North America,San Jose,269 ms
104.19.174.213,SJC,North America,San Jose,269 ms
104.16.146.7,SJC,North America,San Jose,269 ms
104.21.95.98,SJC,North America,San Jose,269 ms
104.17.159.162,SJC,North America,San Jose,269 ms
172.67.9.219,LAX,North America,Los Angeles,269 ms
172.67.212.243,SJC,North America,San Jose,269 ms
104.21.225.177,SJC,North America,San Jose,269 ms
104.19.212.229,SJC,North America,San Jose,269 ms
104.17.205.76,SJC,North America,San Jose,270 ms
104.21.63.149,SJC,North America,San Jose,270 ms
104.21.110.163,SJC,North America,San Jose,270 ms
104.20.202.112,LAX,North America,Los Angeles,270 ms
104.21.76.14,SJC,North America,San Jose,270 ms
104.22.73.167,LAX,North America,Los Angeles,270 ms
172.67.204.43,SJC,North America,San Jose,270 ms
104.18.122.4,SJC,North America,San Jose,270 ms
104.19.183.95,SJC,North America,San Jose,270 ms
104.16.211.212,SJC,North America,San Jose,270 ms
104.18.97.91,SJC,North America,San Jose,270 ms
104.22.36.214,LAX,North America,Los Angeles,270 ms
104.18.82.105,SJC,North America,San Jose,270 ms
104.17.128.133,SJC,North America,San Jose,270 ms
104.23.128.111,SJC,North America,San Jose,270 ms
172.67.178.71,SJC,North America,San Jose,270 ms
172.67.214.134,SJC,North America,San Jose,270 ms
104.21.94.140,SJC,North America,San Jose,271 ms
104.17.219.36,SJC,North America,San Jose,271 ms
104.23.140.22,SJC,North America,San Jose,271 ms
104.21.30.84,SJC,North America,San Jose,271 ms
172.64.89.0,SJC,North America,San Jose,271 ms
104.25.132.226,LAX,North America,Los Angeles,271 ms
104.16.13.170,SJC,North America,San Jose,271 ms
104.18.147.127,SJC,North America,San Jose,271 ms
104.21.114.220,SJC,North America,San Jose,271 ms
104.17.14.0,SJC,North America,San Jose,271 ms
104.17.106.154,SJC,North America,San Jose,271 ms
172.67.50.12,LAX,North America,Los Angeles,271 ms
104.23.142.231,SJC,North America,San Jose,271 ms
104.16.239.27,SJC,North America,San Jose,271 ms
172.67.250.147,SJC,North America,San Jose,272 ms
104.18.64.81,SJC,North America,San Jose,272 ms
104.20.61.65,LAX,North America,Los Angeles,272 ms
104.17.246.166,SJC,North America,San Jose,272 ms
104.16.201.84,SJC,North America,San Jose,272 ms
104.17.33.222,SJC,North America,San Jose,272 ms
172.67.186.189,SJC,North America,San Jose,272 ms
104.19.217.183,SJC,North America,San Jose,272 ms
104.21.19.174,SJC,North America,San Jose,272 ms
104.16.57.149,SJC,North America,San Jose,272 ms
104.16.205.91,SJC,North America,San Jose,272 ms
104.16.242.246,SJC,North America,San Jose,272 ms
104.25.151.185,LAX,North America,Los Angeles,272 ms
104.16.103.79,SJC,North America,San Jose,273 ms
104.21.107.110,SJC,North America,San Jose,273 ms
172.64.85.103,SJC,North America,San Jose,273 ms
104.19.227.165,SJC,North America,San Jose,273 ms
104.18.109.40,SJC,North America,San Jose,273 ms
104.16.86.44,SJC,North America,San Jose,273 ms
172.67.188.200,SJC,North America,San Jose,273 ms
104.17.11.22,SJC,North America,San Jose,273 ms
172.64.94.188,SJC,North America,San Jose,273 ms
104.19.223.252,SJC,North America,San Jose,273 ms
104.21.91.138,SJC,North America,San Jose,273 ms
172.64.92.161,SJC,North America,San Jose,273 ms
172.67.140.238,SJC,North America,San Jose,273 ms
172.67.138.141,SJC,North America,San Jose,273 ms
104.21.18.46,SJC,North America,San Jose,273 ms
104.17.88.177,SJC,North America,San Jose,273 ms
172.67.132.101,SJC,North America,San Jose,273 ms
104.16.104.242,SJC,North America,San Jose,274 ms
104.21.67.54,SJC,North America,San Jose,274 ms
104.16.118.81,SJC,North America,San Jose,274 ms
104.27.205.116,SJC,North America,San Jose,274 ms
104.17.137.239,SJC,North America,San Jose,274 ms
104.24.220.168,LAX,North America,Los Angeles,275 ms
104.24.150.246,SJC,North America,San Jose,275 ms
172.64.86.211,SJC,North America,San Jose,275 ms
104.17.135.145,SJC,North America,San Jose,275 ms
104.16.4.206,SJC,North America,San Jose,275 ms
198.41.209.94,SJC,North America,San Jose,275 ms
104.19.213.166,SJC,North America,San Jose,275 ms
104.21.103.118,SJC,North America,San Jose,275 ms
104.21.15.58,SJC,North America,San Jose,275 ms
104.17.249.219,SJC,North America,San Jose,275 ms
172.67.231.248,SJC,North America,San Jose,275 ms
172.67.136.207,SJC,North America,San Jose,275 ms
104.21.82.180,SJC,North America,San Jose,276 ms
104.17.226.140,SJC,North America,San Jose,276 ms
104.18.250.173,SJC,North America,San Jose,276 ms
172.67.148.124,SJC,North America,San Jose,276 ms
104.16.213.22,SJC,North America,San Jose,276 ms
104.27.110.24,SJC,North America,San Jose,276 ms
104.21.98.131,SJC,North America,San Jose,276 ms
172.67.17.186,LAX,North America,Los Angeles,276 ms
172.67.149.17,SJC,North America,San Jose,277 ms
104.20.166.21,LAX,North America,Los Angeles,277 ms
104.18.135.91,SJC,North America,San Jose,277 ms
104.16.151.17,SJC,North America,San Jose,277 ms
104.17.175.84,SJC,North America,San Jose,277 ms
104.18.191.167,SJC,North America,San Jose,277 ms
104.18.108.115,SJC,North America,San Jose,277 ms
104.21.32.99,SJC,North America,San Jose,277 ms
104.25.210.246,LAX,North America,Los Angeles,277 ms
104.24.217.191,LAX,North America,Los Angeles,277 ms
104.16.154.3,SJC,North America,San Jose,277 ms
172.67.248.5,SJC,North America,San Jose,277 ms
104.27.91.243,LAX,North America,Los Angeles,277 ms
104.23.139.223,SJC,North America,San Jose,278 ms
104.21.124.64,SJC,North America,San Jose,278 ms
172.67.170.196,SJC,North America,San Jose,278 ms
172.67.133.74,SJC,North America,San Jose,278 ms
104.21.193.224,SJC,North America,San Jose,278 ms
104.25.212.97,LAX,North America,Los Angeles,278 ms
172.67.210.31,SJC,North America,San Jose,278 ms
172.67.159.238,SJC,North America,San Jose,278 ms
104.16.38.201,SJC,North America,San Jose,278 ms
104.18.166.174,SJC,North America,San Jose,279 ms
104.17.161.241,SJC,North America,San Jose,279 ms
104.16.89.157,SJC,North America,San Jose,279 ms
104.19.240.91,SJC,North America,San Jose,279 ms
104.17.166.141,SJC,North America,San Jose,279 ms
104.19.178.60,SJC,North America,San Jose,279 ms
104.27.197.115,SJC,North America,San Jose,280 ms
172.67.194.24,SJC,North America,San Jose,280 ms
104.16.53.221,SJC,North America,San Jose,280 ms
104.16.30.213,SJC,North America,San Jose,280 ms
104.25.238.33,LAX,North America,Los Angeles,280 ms
104.25.209.221,LAX,North America,Los Angeles,280 ms
108.162.198.85,SJC,North America,San Jose,280 ms
104.18.153.171,SJC,North America,San Jose,280 ms
172.67.240.197,SJC,North America,San Jose,280 ms
104.22.34.62,LAX,North America,Los Angeles,281 ms
104.16.19.244,SJC,North America,San Jose,281 ms
172.67.221.252,SJC,North America,San Jose,281 ms
104.16.196.93,SJC,North America,San Jose,281 ms
104.23.143.196,SJC,North America,San Jose,281 ms
172.67.47.36,LAX,North America,Los Angeles,281 ms
104.19.230.198,SJC,North America,San Jose,281 ms
104.18.248.132,SJC,North America,San Jose,281 ms
104.17.41.136,SJC,North America,San Jose,282 ms
104.17.152.226,SJC,North America,San Jose,282 ms
104.21.117.39,SJC,North America,San Jose,282 ms
104.16.35.129,SJC,North America,San Jose,282 ms
104.16.107.75,SJC,North America,San Jose,282 ms
104.20.47.172,LAX,North America,Los Angeles,282 ms
104.21.81.68,SJC,North America,San Jose,282 ms
172.67.237.129,SJC,North America,San Jose,283 ms
172.67.232.18,SJC,North America,San Jose,283 ms
104.24.225.36,LAX,North America,Los Angeles,283 ms
104.21.207.175,SJC,North America,San Jose,283 ms
104.19.239.254,SJC,North America,San Jose,283 ms
104.21.1.183,SJC,North America,San Jose,283 ms
104.17.168.240,SJC,North America,San Jose,283 ms
104.17.29.14,SJC,North America,San Jose,283 ms
104.20.77.163,LAX,North America,Los Angeles,284 ms
104.16.212.242,SJC,North America,San Jose,284 ms
104.20.90.243,LAX,North America,Los Angeles,284 ms
104.21.198.100,SJC,North America,San Jose,284 ms
104.19.224.209,SJC,North America,San Jose,284 ms
104.21.92.63,SJC,North America,San Jose,284 ms
104.20.213.88,LAX,North America,Los Angeles,284 ms
104.16.66.117,SJC,North America,San Jose,284 ms
104.25.103.52,SJC,North America,San Jose,284 ms
104.21.100.117,SJC,North America,San Jose,284 ms
104.21.96.30,SJC,North America,San Jose,285 ms
104.18.134.107,SJC,North America,San Jose,285 ms
104.20.79.52,LAX,North America,Los Angeles,285 ms
104.21.105.232,SJC,North America,San Jose,285 ms
188.114.99.234,SJC,North America,San Jose,285 ms
104.16.64.148,SJC,North America,San Jose,285 ms
104.21.104.128,SJC,North America,San Jose,285 ms
104.24.231.163,LAX,North America,Los Angeles,285 ms
104.24.234.215,LAX,North America,Los Angeles,285 ms
104.17.65.85,SJC,North America,San Jose,285 ms
104.17.204.92,SJC,North America,San Jose,285 ms
104.16.171.163,SJC,North America,San Jose,285 ms
172.64.90.213,SJC,North America,San Jose,286 ms
104.25.125.90,LAX,North America,Los Angeles,286 ms
104.21.33.202,SJC,North America,San Jose,286 ms
104.24.93.182,LAX,North America,Los Angeles,286 ms
104.25.235.0,LAX,North America,Los Angeles,286 ms
104.25.216.110,LAX,North America,Los Angeles,286 ms
104.25.3.208,LAX,North America,Los Angeles,287 ms
104.27.81.39,LAX,North America,Los Angeles,287 ms
172.67.80.238,LAX,North America,Los Angeles,287 ms
104.21.215.86,SJC,North America,San Jose,287 ms
104.24.219.103,LAX,North America,Los Angeles,287 ms
104.17.170.243,SJC,North America,San Jose,287 ms
172.67.163.123,SJC,North America,San Jose,287 ms
104.21.26.164,SJC,North America,San Jose,287 ms
104.21.213.189,SJC,North America,San Jose,288 ms
104.20.2.111,LAX,North America,Los Angeles,288 ms
104.24.81.44,LAX,North America,Los Angeles,288 ms
104.18.228.70,SJC,North America,San Jose,288 ms
104.21.36.116,SJC,North America,San Jose,288 ms
104.20.44.1,LAX,North America,Los Angeles,289 ms
104.27.86.27,LAX,North America,Los Angeles,289 ms
104.16.145.49,SJC,North America,San Jose,289 ms
104.21.115.28,SJC,North America,San Jose,289 ms
104.25.73.191,LAX,North America,Los Angeles,290 ms
172.67.222.51,SJC,North America,San Jose,290 ms
104.21.74.127,SJC,North America,San Jose,290 ms
104.21.14.208,SJC,North America,San Jose,290 ms
104.19.167.223,SJC,North America,San Jose,290 ms
104.19.188.124,SJC,North America,San Jose,291 ms
104.23.138.104,SJC,North America,San Jose,291 ms
104.21.125.102,SJC,North America,San Jose,291 ms
104.16.126.146,SJC,North America,San Jose,292 ms
104.25.2.224,LAX,North America,Los Angeles,292 ms
104.21.211.153,SJC,North America,San Jose,292 ms
104.21.22.153,SJC,North America,San Jose,292 ms
104.21.70.24,SJC,North America,San Jose,292 ms
104.25.116.216,LAX,North America,Los Angeles,292 ms
104.17.243.179,SJC,North America,San Jose,293 ms
104.16.55.236,SJC,North America,San Jose,293 ms
104.21.43.6,SJC,North America,San Jose,294 ms
104.21.65.221,SJC,North America,San Jose,295 ms
104.16.22.205,SJC,North America,San Jose,295 ms
172.67.119.64,LAX,North America,Los Angeles,295 ms
104.21.229.118,SJC,North America,San Jose,296 ms
104.16.77.82,SJC,North America,San Jose,296 ms
172.67.234.198,SJC,North America,San Jose,296 ms
104.21.51.136,SJC,North America,San Jose,296 ms
104.21.49.202,SJC,North America,San Jose,297 ms
104.16.148.30,SJC,North America,San Jose,297 ms
104.17.5.118,SJC,North America,San Jose,297 ms
104.24.39.192,LAX,North America,Los Angeles,297 ms
104.24.86.71,LAX,North America,Los Angeles,297 ms
104.16.78.140,SJC,North America,San Jose,298 ms
104.17.85.55,SJC,North America,San Jose,298 ms
104.24.91.74,LAX,North America,Los Angeles,298 ms
104.21.71.215,SJC,North America,San Jose,298 ms
104.27.192.113,SJC,North America,San Jose,299 ms
104.21.60.146,SJC,North America,San Jose,299 ms
162.159.209.191,ARN,Europe,Stockholm,299 ms
104.21.3.233,SJC,North America,San Jose,299 ms
104.25.241.23,LAX,North America,Los Angeles,299 ms
104.19.252.9,SJC,North America,San Jose,300 ms
104.21.223.254,SJC,North America,San Jose,300 ms
104.23.141.156,SJC,North America,San Jose,300 ms
190.93.246.233,SJC,North America,San Jose,300 ms
104.21.119.118,SJC,North America,San Jose,300 ms
104.16.142.185,SJC,North America,San Jose,300 ms
104.24.61.110,LAX,North America,Los Angeles,300 ms
104.16.85.94,SJC,North America,San Jose,300 ms
104.24.210.95,LAX,North America,Los Angeles,300 ms
172.64.95.142,SJC,North America,San Jose,301 ms
162.159.160.77,ARN,Europe,Stockholm,301 ms
104.23.111.3,LAX,North America,Los Angeles,302 ms
104.25.237.144,LAX,North America,Los Angeles,302 ms
104.24.177.245,LAX,North America,Los Angeles,303 ms
104.24.60.73,LAX,North America,Los Angeles,303 ms
104.23.101.13,LAX,North America,Los Angeles,304 ms
104.20.70.125,LAX,North America,Los Angeles,304 ms
104.24.32.252,LAX,North America,Los Angeles,305 ms
172.67.104.212,LAX,North America,Los Angeles,305 ms
104.24.22.183,LAX,North America,Los Angeles,306 ms
104.25.225.33,LAX,North America,Los Angeles,307 ms
104.24.255.25,LAX,North America,Los Angeles,308 ms
104.25.21.47,LAX,North America,Los Angeles,309 ms
104.20.68.77,LAX,North America,Los Angeles,309 ms
104.25.98.71,LAX,North America,Los Angeles,310 ms
104.25.55.53,LAX,North America,Los Angeles,311 ms
104.20.12.230,LAX,North America,Los Angeles,311 ms
104.20.252.97,LAX,North America,Los Angeles,313 ms
172.67.103.248,LAX,North America,Los Angeles,315 ms
104.25.94.37,LAX,North America,Los Angeles,315 ms
104.20.54.4,LAX,North America,Los Angeles,317 ms
104.24.137.194,LAX,North America,Los Angeles,318 ms
104.24.92.244,LAX,North America,Los Angeles,318 ms
104.25.50.194,LAX,North America,Los Angeles,319 ms
104.24.162.121,LAX,North America,Los Angeles,319 ms
104.25.52.8,LAX,North America,Los Angeles,323 ms
172.67.11.83,LAX,North America,Los Angeles,325 ms
104.24.145.88,LAX,North America,Los Angeles,326 ms
104.20.37.252,LAX,North America,Los Angeles,328 ms
104.24.178.93,LAX,North America,Los Angeles,333 ms
104.18.63.173,LAX,North America,Los Angeles,334 ms
104.24.141.197,LAX,North America,Los Angeles,335 ms
104.20.38.206,LAX,North America,Los Angeles,337 ms
172.67.24.205,LAX,North America,Los Angeles,338 ms
104.24.40.67,LAX,North America,Los Angeles,338 ms
172.67.57.216,LAX,North America,Los Angeles,340 ms
104.24.173.216,LAX,North America,Los Angeles,340 ms
172.67.44.145,LAX,North America,Los Angeles,342 ms
104.18.61.223,LAX,North America,Los Angeles,343 ms
104.20.1.80,LAX,North America,Los Angeles,344 ms
104.24.36.160,LAX,North America,Los Angeles,348 ms
104.24.38.205,LAX,North America,Los Angeles,349 ms
104.24.34.245,LAX,North America,Los Angeles,350 ms
104.20.0.170,LAX,North America,Los Angeles,351 ms
104.18.52.5,LAX,North America,Los Angeles,351 ms
104.18.50.21,LAX,North America,Los Angeles,355 ms
104.24.75.198,LAX,North America,Los Angeles,356 ms
104.24.24.83,LAX,North America,Los Angeles,361 ms
104.24.77.250,LAX,North America,Los Angeles,371 ms
104.24.42.33,LAX,North America,Los Angeles,380 ms
104.24.83.31,LAX,North America,Los Angeles,380 ms
172.67.31.157,LAX,North America,Los Angeles,392 ms
172.67.110.174,LAX,North America,Los Angeles,400 ms
172.67.127.73,LAX,North America,Los Angeles,401 ms
172.67.18.29,LAX,North America,Los Angeles,401 ms
162.159.34.189,SEA,North America,Seattle,425 ms
172.67.125.55,LAX,North America,Los Angeles,435 ms
172.67.122.23,LAX,North America,Los Angeles,436 ms
162.159.42.65,SEA,North America,Seattle,446 ms
172.67.117.97,LAX,North America,Los Angeles,446 ms
104.21.86.34,LAX,North America,Los Angeles,451 ms
162.159.43.179,SEA,North America,Seattle,461 ms
104.21.93.244,LAX,North America,Los Angeles,464 ms
172.67.114.249,LAX,North America,Los Angeles,465 ms
172.67.109.171,LAX,North America,Los Angeles,466 ms
172.67.116.162,LAX,North America,Los Angeles,467 ms
172.67.115.124,LAX,North America,Los Angeles,467 ms
172.67.90.138,LAX,North America,Los Angeles,478 ms
172.67.62.160,LAX,North America,Los Angeles,490 ms
198.41.212.142,SEA,North America,Seattle,491 ms
172.67.59.208,LAX,North America,Los Angeles,492 ms
172.67.216.210,LAX,North America,Los Angeles,507 ms
104.21.53.113,LAX,North America,Los Angeles,511 ms
172.67.191.45,LAX,North America,Los Angeles,518 ms
104.21.28.194,LAX,North America,Los Angeles,547 ms
104.21.121.25,LAX,North America,Los Angeles,548 ms
104.21.68.46,LAX,North America,Los Angeles,551 ms
104.21.40.121,LAX,North America,Los Angeles,551 ms
104.21.85.91,LAX,North America,Los Angeles,551 ms
104.21.57.221,LAX,North America,Los Angeles,555 ms
104.21.17.60,LAX,North America,Los Angeles,556 ms
172.67.230.243,LAX,North America,Los Angeles,557 ms
104.21.31.237,LAX,North America,Los Angeles,558 ms
104.21.220.225,LAX,North America,Los Angeles,562 ms
104.21.204.54,LAX,North America,Los Angeles,563 ms
172.67.244.16,LAX,North America,Los Angeles,569 ms
104.21.102.152,LAX,North America,Los Angeles,569 ms
172.67.177.218,LAX,North America,Los Angeles,571 ms
104.21.217.27,LAX,North America,Los Angeles,572 ms
104.21.210.17,LAX,North America,Los Angeles,572 ms
104.21.29.106,LAX,North America,Los Angeles,575 ms
104.18.51.223,LAX,North America,Los Angeles,576 ms
104.18.49.222,LAX,North America,Los Angeles,576 ms
104.21.25.0,LAX,North America,Los Angeles,577 ms
104.19.143.122,LAX,North America,Los Angeles,579 ms
104.19.140.33,LAX,North America,Los Angeles,579 ms
104.21.6.106,LAX,North America,Los Angeles,580 ms
172.67.226.126,LAX,North America,Los Angeles,581 ms
104.18.58.77,LAX,North America,Los Angeles,581 ms
104.19.135.137,LAX,North America,Los Angeles,585 ms
104.21.4.251,LAX,North America,Los Angeles,588 ms
104.21.197.65,LAX,North America,Los Angeles,588 ms
104.19.133.47,LAX,North America,Los Angeles,593 ms
104.19.128.137,LAX,North America,Los Angeles,594 ms
172.67.157.181,LAX,North America,Los Angeles,599 ms
172.67.145.219,LAX,North America,Los Angeles,600 ms
172.67.239.31,LAX,North America,Los Angeles,606 ms
104.18.62.6,LAX,North America,Los Angeles,607 ms
172.67.238.114,LAX,North America,Los Angeles,612 ms
172.67.142.253,LAX,North America,Los Angeles,615 ms
104.18.57.19,LAX,North America,Los Angeles,616 ms
104.18.53.96,LAX,North America,Los Angeles,619 ms
104.18.54.240,LAX,North America,Los Angeles,621 ms
172.67.139.166,LAX,North America,Los Angeles,623 ms
172.67.130.159,LAX,North America,Los Angeles,623 ms
172.67.131.220,LAX,North America,Los Angeles,623 ms
104.21.216.82,LAX,North America,Los Angeles,623 ms
172.67.213.48,LAX,North America,Los Angeles,629 ms
172.67.198.134,LAX,North America,Los Angeles,635 ms
172.67.196.161,LAX,North America,Los Angeles,640 ms
172.67.162.233,LAX,North America,Los Angeles,644 ms
172.67.152.0,LAX,North America,Los Angeles,647 ms
104.19.139.49,LAX,North America,Los Angeles,648 ms
172.67.141.67,LAX,North America,Los Angeles,649 ms
172.67.195.79,LAX,North America,Los Angeles,650 ms
172.67.252.164,LAX,North America,Los Angeles,651 ms
104.18.48.177,LAX,North America,Los Angeles,654 ms
104.18.56.35,LAX,North America,Los Angeles,666 ms
104.18.55.110,LAX,North America,Los Angeles,667 ms
104.19.132.139,LAX,North America,Los Angeles,668 ms
104.19.137.46,LAX,North America,Los Angeles,669 ms
